id,shapeName,viirs_ntl_annual_v20_avg_masked.2019.mean,viirs_ntl_annual_v20_avg_masked.2014.mean,viirs_ntl_annual_v20_avg_masked.2012.mean,viirs_ntl_annual_v20_avg_masked.2016.mean,viirs_ntl_annual_v20_avg_masked.2015.mean,viirs_ntl_annual_v20_avg_masked.2013.mean,viirs_ntl_annual_v20_avg_masked.2017.mean,viirs_ntl_annual_v20_avg_masked.2020.mean,viirs_ntl_annual_v20_avg_masked.2018.mean,surface_pm25_annual_v5gl03.2015.mean,surface_pm25_annual_v5gl03.2016.mean,surface_pm25_annual_v5gl03.2019.mean,surface_pm25_annual_v5gl03.2018.mean,surface_pm25_annual_v5gl03.2014.mean,surface_pm25_annual_v5gl03.2008.mean,surface_pm25_annual_v5gl03.2002.mean,surface_pm25_annual_v5gl03.2009.mean,surface_pm25_annual_v5gl03.2007.mean,surface_pm25_annual_v5gl03.2000.mean,surface_pm25_annual_v5gl03.2006.mean,surface_pm25_annual_v5gl03.2013.mean,surface_pm25_annual_v5gl03.1998.mean,surface_pm25_annual_v5gl03.2012.mean,surface_pm25_annual_v5gl03.2004.mean,surface_pm25_annual_v5gl03.2005.mean,surface_pm25_annual_v5gl03.2011.mean,surface_pm25_annual_v5gl03.1999.mean,surface_pm25_annual_v5gl03.2010.mean,surface_pm25_annual_v5gl03.2003.mean,surface_pm25_annual_v5gl03.2017.mean,surface_pm25_annual_v5gl03.2021.mean,surface_pm25_annual_v5gl03.2001.mean,surface_pm25_annual_v5gl03.2020.mean,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2020.sum,worldpop_pop_count_1km_mosaic.2020.count,inv_0,inv_1,inv_2,inv_3,inv_4,inv_5,inv_6,op_0,op_1,op_2,op_3,op_4,op_5,op_6,tec_0,tec_1,tec_2,tec_3,tec_4,tec_5,tec_6,ent_0,ent_1,ent_2,ent_3,ent_4,ent_5,ent_6
33,Dajabón,0.681480324,0.345370916,0.260591589,0.402866377,0.430209345,0.288330983,0.506677298,0.670361438,0.554918068,10.77487618,10.19414652,10.13553879,11.29157848,10.51969601,9.52495079,11.35976372,9.403521428,11.30401304,10.5361108,10.87889495,9.691731636,11.36883909,9.895279665,9.602033682,12.35959425,9.830497084,10.34312189,10.84158034,12.08954727,11.53494238,11.10870656,11.27313477,10.43071183,33292.73047,329.9799805,33647.46094,329.9799805,34833.36719,329.9799805,34870.79297,329.9799805,35727.125,329.9799805,35443.22656,329.9799805,35954.48438,329.9799805,37242.25,329.9799805,36421.84766,329.9799805,37974.125,329.9799805,38305.96484,329.9799805,39991.86719,329.9799805,41981.90234,329.9799805,41783.63281,329.9799805,44276.79688,329.9799805,44385.53906,329.9799805,44108.14063,329.9799805,47690.76563,329.9799805,47557.63281,329.9799805,49079.05078,329.9799805,52525.21094,329.9799805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Los Cacaos,0.037109429,0.031896403,0.03400567,0.021582409,0.034828537,0.031704997,0.023805938,0.02479783,0.030651505,15.13358365,15.05782594,13.71057254,14.84604356,14.83768696,12.72699824,14.56695817,12.45880949,13.75555723,12.1736888,13.29506819,14.27346418,10.69718077,13.53513634,12.49927215,13.74909909,13.57993517,10.47296242,14.19418613,14.89746761,15.61356083,14.73874301,14.15137544,14.08271768,6926.919922,236.4700012,7033.164551,236.4700012,7406.049316,236.4700012,7248.619141,236.4700012,7874.206055,236.4700012,7679.903809,236.4700012,8088.312012,236.4700012,8510.913086,236.4700012,8303.078125,236.4700012,8689.848633,236.4700012,9083.28125,236.4700012,9199.813477,236.4700012,9510.615234,236.4700012,9800.477539,236.4700012,10174.50293,236.4700012,10506.66797,236.4700012,10752.25,236.4700012,11052.5791,236.4700012,11389.81641,236.4700012,11681.21973,236.4700012,12060.82031,236.4700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,El Peñón,0.167833869,0.132401008,0.085647539,0.132326684,0.149442782,0.168890776,0.169667367,0.197140489,0.143461858,14.51265245,13.92513201,13.26400383,14.00384975,13.73061792,12.61020309,14.53419596,12.08041937,13.14912252,13.6727759,13.452881,13.62186694,11.24050593,12.94178515,12.42317866,13.01658543,13.3675507,11.68036932,14.13524071,14.5816583,14.96944569,14.64966451,13.36471555,13.75729015,inf,53.97999954,3187.048828,45.22000122,3280.054932,45.22000122,3219.606934,45.22000122,3332.322021,45.22000122,3265.442871,45.22000122,3415.922852,45.22000122,3395.754883,45.22000122,3440.783691,45.22000122,3301.956787,45.22000122,3453.26709,45.22000122,3449.064941,45.22000122,3411.798828,45.22000122,3391.15332,45.22000122,3396.578613,45.22000122,3509.01709,45.22000122,3472.779785,45.22000122,3541.79248,45.22000122,3621.304932,45.22000122,3765.331055,45.22000122,3870.21167,45.22000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Fantino,1.318751679,0.356054169,0.362636283,0.631474846,0.471897443,0.44251956,0.995279114,1.251147785,1.204589831,14.34103059,15.14497255,14.12861666,15.2295876,14.33594579,12.49585646,15.46227362,12.4559177,14.36626003,13.20699525,13.75153504,13.5564781,10.95881969,12.88002772,13.05071006,15.47218557,12.91118565,10.50987675,14.28094996,15.69535557,16.17029825,15.116601,16.00225382,14.23203966,23266.71875,114.8500061,23291.87109,114.8500061,23094.86523,114.8500061,23163.74219,114.8500061,22911.08984,114.8500061,22892.44531,114.8500061,22912.10156,114.8500061,22910.01953,114.8500061,22831.85156,114.8500061,22795.21289,114.8500061,22638.18359,114.8500061,22646.30469,114.8500061,22557.81641,114.8500061,22493.88672,114.8500061,22413.88281,114.8500061,22402.7168,114.8500061,22317.35547,114.8500061,22293.58398,114.8500061,22230.63281,114.8500061,22151.99219,114.8500061,22119.87305,114.8500061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Guananico,0.526595549,0.217853998,0.139605942,0.365553766,0.309981714,0.249946762,0.435960998,0.5315324,0.460283404,10.50195923,10.24619098,10.33312667,10.82927943,10.15855727,9.036581625,11.02926459,8.91181479,11.36939009,11.17645254,10.50409174,9.46845961,11.6338436,9.692436199,9.137507853,12.07781112,9.340732069,10.72091247,10.8085728,11.77446784,11.05734255,10.32649477,11.16769658,9.329824123,6121.168945,76.48999023,6084.555176,76.48999023,6129.524414,76.48999023,6163.471191,76.48999023,6221.525391,76.48999023,6166.696777,76.48999023,6216.224609,76.48999023,6362.984375,76.48999023,6291.665039,76.48999023,6410.542969,76.48999023,6388.793945,76.48999023,6405.680664,76.48999023,6458.644531,76.48999023,6532.200195,76.48999023,6526.640137,76.48999023,6590.06543,76.48999023,6662.366699,76.48999023,6671.827148,76.48999023,6706.571777,76.48999023,6742.120117,76.48999023,6771.518555,76.48999023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Hato Mayor,0.380155437,0.27421158,0.219093779,0.281603801,0.301565695,0.252084676,0.361692909,0.407925797,0.385028217,10.7563203,10.96079005,11.22405314,11.49045626,10.32071625,9.318400671,11.79558573,9.117274579,11.50590621,10.53917466,10.98929932,9.565897664,8.787755495,9.655925632,9.551924079,11.04334911,8.948935297,9.027813532,10.71862089,11.83887179,11.63860112,11.21300261,12.00775636,10.53196777,46593.04688,804.6800537,47689.21875,804.6800537,49877.38281,804.6800537,48814.26563,804.6800537,52188.16016,804.6800537,51139.3125,804.6800537,53787.57813,804.6800537,56484.95313,804.6800537,55431.88281,804.6800537,58352.98438,804.6800537,59715.88281,804.6800537,61234.88672,804.6800537,63233.92188,804.6800537,65167.375,804.6800537,67319.1875,804.6800537,69621.0625,804.6800537,71636.70313,804.6800537,73983.34375,804.6800537,76374.42188,804.6800537,78957.40625,804.6800537,81620.42969,804.6800537,0,350000,3501456,1282142.833,1201975,1401975,1237451,0,1063,1500,1665,1666,1666,1916,0,2800,3300,3800,5000,5000,5000,0,1,1,1,1,1,1
39,Tamboril,4.782673443,3.740824859,2.410577312,3.716326381,3.942533981,3.296600106,3.982773347,4.692125734,4.401173312,11.62139785,11.62126224,11.43872887,11.96332311,11.30706111,10.05901265,12.43470855,9.801132509,12.29537322,11.55844351,11.50618683,10.48247666,11.32255195,10.60652491,10.17700121,13.21188136,10.50479924,10.34599407,12.04858938,13.07856925,12.85542967,11.47865379,13.04822051,10.82620698,53746.53906,91.62999725,54206.61719,91.62999725,55137.01563,91.62999725,54211.44922,91.62999725,55443.89063,91.62999725,55312.60156,91.62999725,55951.86328,91.62999725,56684.46094,91.62999725,56152.47656,91.62999725,56221.39063,91.62999725,55997.96875,91.62999725,56585.42969,91.62999725,57031.74219,91.62999725,57354.04688,91.62999725,57582.30078,91.62999725,57797.59375,91.62999725,58033.60938,91.62999725,58198.57813,91.62999725,58606.26563,91.62999725,58528.46094,91.62999725,58917.42578,91.62999725,29167441.15,36687135.4,40591236.61,85652896.71,124598804.9,141866975.2,141005787,3721.52,3392.87,3585.5,3941.6,4597.55,4794.85,4920.96,6683.6,7154.6,10455.28,8891.5,8774.33,8671.34,8692.34,13,14,12,13,15,15,16
40,Miches,0.176320168,0.094010919,0.064780475,0.076704104,0.109597189,0.072126072,0.107990795,0.210536992,0.136151997,7.911863777,7.822018451,8.522266075,8.715816082,7.602221607,6.972904664,9.259250817,7.031773825,8.98642421,9.438146853,8.812683821,6.840340673,8.917749424,7.5767113,7.427670692,8.651474786,6.729389807,10.12781191,8.436883986,9.371603916,8.654625692,8.242060946,9.756989427,7.680792656,inf,557.4000244,19265.78125,554.3800049,19234.33789,554.3800049,19452.28516,554.3800049,19119.29883,554.3800049,19233.05664,554.3800049,19109.97656,554.3800049,19026.79297,554.3800049,19073.69922,554.3800049,19117.28516,554.3800049,19184.21875,554.3800049,19003.97656,554.3800049,18765.91406,554.3800049,18717.45703,554.3800049,18730.24609,554.3800049,18700.77734,554.3800049,18465.52734,554.3800049,18386.81836,554.3800049,18410.26563,554.3800049,18337.33984,554.3800049,18285.64844,554.3800049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Monte Plata,0.293650103,0.148626715,0.145138515,0.163697482,0.169548996,0.162919033,0.240595055,0.331815415,0.278005343,12.37799126,12.707479,12.41057251,12.87875206,11.96372866,10.83868087,12.87449213,10.68526462,12.85105322,10.87192079,12.03895436,11.19748371,9.587495253,10.83948549,10.49038589,12.23624234,10.4502913,9.292672714,12.28508454,13.16067941,13.24253444,12.81431974,13.14742913,11.8547599,44630.375,791.9099731,45719.25391,791.9099731,47802.30469,791.9099731,46673.22266,791.9099731,49868.22656,791.9099731,48818.75781,791.9099731,51122.9375,791.9099731,53907.47656,791.9099731,52386.54297,791.9099731,55248.80469,791.9099731,56862.07031,791.9099731,58316.59375,791.9099731,59606.5625,791.9099731,61078.71875,791.9099731,62746.29688,791.9099731,64543.49219,791.9099731,66290.91406,791.9099731,68154.71875,791.9099731,70058.49219,791.9099731,72016.60156,791.9099731,74107.82031,791.9099731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Oviedo,0.041554528,0.05207746,0.027954846,0.037857259,0.045554233,0.05792916,0.050967111,0.050816957,0.050714416,13.13348737,12.1186466,11.65567882,12.20028703,11.81298902,10.81867157,11.93840536,10.1525866,11.32539297,12.23922765,11.67521737,11.63448508,11.62581247,11.26723875,10.439967,11.2273331,10.98158757,12.45610856,11.85203547,12.2818564,12.6532663,12.93519912,11.63995422,11.56705149,inf,1128.73999,4423.03125,1113.719971,4727.854004,1113.719971,4498.494629,1113.719971,5107.85791,1113.719971,4863.924805,1113.719971,5254.328125,1113.719971,5830.294922,1113.719971,5518.292969,1113.719971,6081.854004,1113.719971,6298.908203,1113.719971,6518.630371,1113.719971,7103.346191,1113.719971,7406.606445,1113.719971,7748.898926,1113.719971,8280.171875,1113.719971,8703.697266,1113.719971,9184.714844,1113.719971,9670.053711,1113.719971,10225.55859,1113.719971,10777.07227,1113.719971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,El Llano,0.295386334,0.11817981,0.100121514,0.180779805,0.156919929,0.141200998,0.249066851,0.291207865,0.291510892,13.22604807,13.15507504,11.83076925,13.03849831,12.98122023,12.24353025,12.87512033,11.85880435,12.79168457,11.05956092,12.66314114,13.01540494,10.04091523,13.23035302,11.67207801,14.33312261,13.31148688,9.721868277,14.3769778,14.11228078,13.71477069,13.66930263,12.14826358,14.00933407,7900.628906,126.9900055,7959.874512,126.9900055,8022.913574,126.9900055,7869.790039,126.9900055,7986.032715,126.9900055,8094.458984,126.9900055,8167.63623,126.9900055,8450.323242,126.9900055,8163.186523,126.9900055,8492.708984,126.9900055,8361.501953,126.9900055,8064.129883,126.9900055,8561.902344,126.9900055,8552.178711,126.9900055,8728.630859,126.9900055,8735.844727,126.9900055,8758.152344,126.9900055,8828.495117,126.9900055,8836.499023,126.9900055,8898.230469,126.9900055,8982.628906,126.9900055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Guaymate,0.23675662,0.111475544,0.113634245,0.139050903,0.151930462,0.1182845,0.177265017,0.191706097,0.184555449,10.18371961,10.36336396,10.71221416,11.12113472,9.964380029,9.210859077,11.68266358,9.415329037,11.15250567,10.61075922,10.73928965,9.425936726,9.027317917,9.804645508,9.190501533,10.78618454,9.171987782,10.29715322,11.14099359,11.4177173,11.38604141,11.01282537,11.78343654,10.12436141,17377.56836,329.8600159,17218.97266,329.8600159,17127.14258,329.8600159,17177.75391,329.8600159,16986.18555,329.8600159,17018.35742,329.8600159,16881.67773,329.8600159,16781.21875,329.8600159,16863.83984,329.8600159,16645.33594,329.8600159,16729.22266,329.8600159,16393.98047,329.8600159,16275.79883,329.8600159,16111.57422,329.8600159,16090.50977,329.8600159,16070.92871,329.8600159,15965.17676,329.8600159,15871.33789,329.8600159,15833.86523,329.8600159,15752.26367,329.8600159,15718.38379,329.8600159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Los Hidalgos,0.636838492,0.143758674,0.100144394,0.320210394,0.202330961,0.126984322,0.44840971,0.68560797,0.53831879,10.25674911,9.889788645,10.07043383,10.48848086,10.05610624,8.913511154,10.927468,8.936290402,11.26841784,11.31650995,10.37871663,9.370091343,11.90337568,9.736569584,9.077499686,11.93011402,9.305254047,10.97333174,10.72555006,11.65328918,10.55543792,10.03774978,11.08967898,9.050487153,13514.15918,124.6800003,13426.31445,124.6800003,13143.99609,124.6800003,13290.43945,124.6800003,12829.79102,124.6800003,13029.96387,124.6800003,12780.0625,124.6800003,12539.54102,124.6800003,12684.25977,124.6800003,12465.76074,124.6800003,12451.83496,124.6800003,12328.30273,124.6800003,12350.96875,124.6800003,12238.67969,124.6800003,12205.14746,124.6800003,12142.75879,124.6800003,12132.81445,124.6800003,12040.05273,124.6800003,11992.77832,124.6800003,11893.53125,124.6800003,11866.02246,124.6800003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Maimón,2.514138625,1.716523228,1.811160582,1.877868112,1.72200852,1.842334256,2.05169911,2.286784564,2.274520879,15.5159709,16.25573195,15.40747077,16.42056289,15.53100539,13.80211528,16.29912751,13.55543841,15.17257036,13.51380135,14.52117996,14.8383224,10.99016932,14.00052354,13.72324787,15.74342686,14.19935332,10.46782903,15.37662214,16.25868867,17.50233492,16.63277953,16.72741307,15.5150016,17858.4707,106.0400009,18029.33594,106.0400009,18551.42188,106.0400009,18363.32813,106.0400009,19140.23047,106.0400009,18754.57031,106.0400009,19383.25586,106.0400009,19766.98438,106.0400009,19507.11719,106.0400009,19746.07227,106.0400009,19777.1875,106.0400009,20295.05078,106.0400009,20632.33984,106.0400009,20877.33008,106.0400009,20800.63672,106.0400009,20934.09375,106.0400009,21609.00977,106.0400009,21927.54297,106.0400009,22166.5,106.0400009,22374.49805,106.0400009,22583.17578,106.0400009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Mella,0.070356619,0.055482036,0.044648083,0.044327062,0.062544293,0.049060148,0.063769581,0.083587223,0.062108635,15.26864832,14.36779565,13.66222361,14.3373533,14.13768844,13.19959164,14.41806342,12.51081425,13.73574341,13.16649674,14.04547729,14.15345263,9.957024418,13.43690917,12.61556768,13.75335981,13.7658,9.974170088,14.66119416,14.69393845,15.37869358,15.3766474,13.45286487,14.88058301,2861.555176,480,2921.654053,480,3117.453369,480,3127.874023,480,3371.220703,480,3215.76416,480,3404.985596,480,3627.98877,480,3518.084229,480,3835.436523,480,3924.65625,480,4106.023926,480,4133.482422,480,4230.491211,480,4454.666016,480,4652.534668,480,4831.833008,480,5041.146484,480,5259.320313,480,5495.141602,480,5738.206543,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Monción,0.566786428,0.316392112,0.303568573,0.333382734,0.339580634,0.318757799,0.438618913,0.65997639,0.508694306,11.47083271,11.64157192,10.95713426,12.48718119,11.4906529,10.44853241,12.09662033,10.03824208,12.2436855,10.5958286,11.74499571,10.78398748,10.61702372,11.15630939,10.48414452,14.73766005,11.2794272,9.925544132,12.23490629,13.14870509,12.863421,12.21755803,12.12203872,11.81863764,11429.7832,178.5599976,11465.12891,178.5599976,11501.3623,178.5599976,11416.18262,178.5599976,11505.7334,178.5599976,11483.92285,178.5599976,11558.48438,178.5599976,11658.46875,178.5599976,11593.87598,178.5599976,11570.5459,178.5599976,11643.82617,178.5599976,11576.19922,178.5599976,11565.18848,178.5599976,11562.85742,178.5599976,11582.83984,178.5599976,11630.50195,178.5599976,11635.33398,178.5599976,11617.12891,178.5599976,11655.61133,178.5599976,11633.80566,178.5599976,11661.80371,178.5599976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Monte Cristi,0.437092317,0.180472438,0.177642015,0.169335486,0.179933044,0.186677458,0.497916565,0.411864829,0.469626279,10.95052905,10.12603105,10.67680805,11.29938171,10.63949141,9.365655507,12.1817794,9.389880438,11.62274229,12.01670741,10.86058656,9.681543003,13.6303468,9.878077215,9.625466119,12.02052226,9.521943482,13.09065914,10.57978433,12.58179541,11.35031173,11.1022434,12.0948853,10.01665053,23801.46484,641.7099609,23643.50586,641.7099609,23335.99219,641.7099609,24249.18359,641.7099609,23081.05859,641.7099609,23204.48047,641.7099609,22911.75195,641.7099609,22590.16797,641.7099609,22651.24023,641.7099609,22917.87891,641.7099609,22509.26563,641.7099609,22263.93164,641.7099609,21880.80469,641.7099609,21600.80078,641.7099609,21935.05273,641.7099609,21761.49805,641.7099609,21423.875,641.7099609,21221.04688,641.7099609,21209.46875,641.7099609,21069.99219,641.7099609,20969.56055,641.7099609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Neiba,0.442059265,0.390113854,0.23265592,0.565109544,0.459800293,0.313113709,0.56682535,0.494237903,0.470947697,16.28986772,15.68210393,14.9342849,15.82496401,15.21136456,13.88775332,15.35412943,13.43355923,14.49041601,13.57058287,14.46320243,15.24954997,10.05662553,14.48190566,13.58617764,14.97841576,15.0599409,9.864447059,15.58289695,15.64154736,16.90800022,16.75092947,14.30679847,16.82175967,26109.63672,358.3699951,26718.22266,358.3699951,28561.63672,358.3699951,28113.30078,358.3699951,29923.20703,358.3699951,29129.91797,358.3699951,31302.33594,358.3699951,33435.61328,358.3699951,32215.83008,358.3699951,34764.90625,358.3699951,35980.35156,358.3699951,37212.21094,358.3699951,38197.48047,358.3699951,39301.9375,358.3699951,40844.24219,358.3699951,42105.15234,358.3699951,43637.78906,358.3699951,45221.74609,358.3699951,46915.36328,358.3699951,48775.42188,358.3699951,50600.27344,358.3699951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Sabana Grande De Boyá,0.148743611,0.066783967,0.063179905,0.040003361,0.06350169,0.098953128,0.073325443,0.162168949,0.107937239,10.61718516,10.85227727,10.73914976,11.11495335,10.25265623,9.209151248,11.44054819,8.991549485,11.46994375,10.84535304,10.61979074,9.491239414,9.12499034,9.318272215,9.047786035,11.01304167,8.782168461,8.507572582,10.67126545,11.67677382,11.45244163,10.85908036,12.07359415,9.969500459,25737.74219,661.7800293,26174.84766,661.7800293,27025.88867,661.7800293,26565.79297,661.7800293,28006.0332,661.7800293,27531.98047,661.7800293,28537.17383,661.7800293,29508.67578,661.7800293,29051.41602,661.7800293,30037.44141,661.7800293,30610.19141,661.7800293,31200.04883,661.7800293,32065.99609,661.7800293,32782.82813,661.7800293,33479,661.7800293,34208.96875,661.7800293,34888.82813,661.7800293,35681.49219,661.7800293,36465.19531,661.7800293,37288.09375,661.7800293,38159.83594,661.7800293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Las Yayas De Viajama,0.140352297,0.107783969,0.097359016,0.104095466,0.100906435,0.101959248,0.090448267,0.183484865,0.10281917,15.99269201,16.30460136,15.02531164,16.0652644,15.53385929,13.938225,14.92350605,13.41243228,14.2848559,12.82590534,14.058896,15.07741947,10.98383845,14.59064856,13.54300993,15.58770894,15.19593546,10.52032653,15.4734624,15.58600792,17.04327627,16.99698879,14.30946022,16.85221432,12609.22754,541.9899902,12966.10156,541.9899902,13822.31934,541.9899902,13499.29492,541.9899902,14607.49121,541.9899902,14161.58008,541.9899902,15051.30859,541.9899902,16112.34082,541.9899902,15584.45508,541.9899902,16711.05469,541.9899902,17423.4043,541.9899902,18066,541.9899902,18923.61719,541.9899902,19658.13281,541.9899902,20417.08398,541.9899902,21338.375,541.9899902,22158.03516,541.9899902,23119.94922,541.9899902,24134.57617,541.9899902,25215.65625,541.9899902,26417.89258,541.9899902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Licey Al Medio,9.461484706,6.104198867,4.817705835,6.125393537,6.485022915,5.427573569,7.285367325,9.688415399,8.489762317,13.13353074,13.31879278,12.88126315,13.66877104,12.76901385,11.24235141,13.46517726,10.94326568,13.42399221,11.99427602,12.64079667,11.8932642,11.39339025,11.93849659,11.33594753,14.53518768,11.89922394,10.42533854,13.21578469,14.09862384,14.70525618,13.39106694,14.08990656,12.71260769,28674.05664,35.69000244,28756.82422,35.69000244,28345.43359,35.69000244,28628.68359,35.69000244,27976.1875,35.69000244,28231.90234,35.69000244,27862.82617,35.69000244,27751.05078,35.69000244,27883.79688,35.69000244,27615.33203,35.69000244,27209.91406,35.69000244,27439.38672,35.69000244,27132.20703,35.69000244,27002.9043,35.69000244,27033.80469,35.69000244,26897.44727,35.69000244,26703.95898,35.69000244,26381.63281,35.69000244,26417.32422,35.69000244,26111.85352,35.69000244,26198.82813,35.69000244,0,0,0,4595304.703,4030000,12002912.2,11538916.02,0,0,0,0,1810.77,3996.94,4141.94,0,0,0,0,4000,11068.18,11215,0,0,0,0,3,7,7
54,Las Guáranas,0.977729501,0.529884634,0.229174286,0.613812007,0.581585935,0.424836542,0.881556174,1.027952294,0.852167217,12.61216601,13.23906409,12.86225142,13.70798436,12.50877474,11.12875397,14.46694744,11.03633665,13.6296011,13.13147448,12.80215621,11.76674144,10.46591589,11.37016504,11.6980276,14.09804582,11.21858701,9.885226256,12.96608286,14.67440908,14.21199123,13.33882552,15.06347771,12.37847743,13512.1416,115.0299988,13659.39453,115.0299988,14085.08203,115.0299988,13813.72656,115.0299988,14326.26367,115.0299988,14166.43359,115.0299988,14411.86719,115.0299988,14840.73633,115.0299988,14616.2207,115.0299988,15126.76172,115.0299988,15307.18066,115.0299988,15548.92773,115.0299988,15503.44336,115.0299988,15819.98145,115.0299988,15909.11133,115.0299988,16073.61719,115.0299988,16268.9043,115.0299988,16424.08984,115.0299988,16617.89258,115.0299988,16774.55469,115.0299988,16958.74414,115.0299988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Las Salinas,0.090456118,0.095722617,0.059603085,0.079606835,0.083222928,0.08041161,0.073582977,0.13702822,0.082577431,14.32641437,13.51460893,12.80486111,13.44103501,13.28503629,12.22529542,13.69473518,11.48692845,12.75647966,13.12073872,13.17493473,13.26106935,10.65274189,12.45576305,11.7405791,12.7500999,12.72546711,10.81804567,13.57328972,13.93218248,14.38103792,14.40585573,12.73933204,13.55752251,4609.132813,160.6399994,4554.474121,160.6399994,4482.53418,160.6399994,4489.929199,160.6399994,4465.987793,160.6399994,4526.757813,160.6399994,4423.070801,160.6399994,4314.02832,160.6399994,4394.790039,160.6399994,4362.130859,160.6399994,4178.084473,160.6399994,4188.818359,160.6399994,4130.560547,160.6399994,4112.574219,160.6399994,4042.67041,160.6399994,3977.600586,160.6399994,3961.481445,160.6399994,3919.845947,160.6399994,3878.331787,160.6399994,3823.137695,160.6399994,3781.816406,160.6399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
