id,shapeName,viirs_ntl_annual_v20_avg_masked.2019.mean,viirs_ntl_annual_v20_avg_masked.2014.mean,viirs_ntl_annual_v20_avg_masked.2012.mean,viirs_ntl_annual_v20_avg_masked.2016.mean,viirs_ntl_annual_v20_avg_masked.2015.mean,viirs_ntl_annual_v20_avg_masked.2013.mean,viirs_ntl_annual_v20_avg_masked.2017.mean,viirs_ntl_annual_v20_avg_masked.2020.mean,viirs_ntl_annual_v20_avg_masked.2018.mean,surface_pm25_annual_v5gl03.2015.mean,surface_pm25_annual_v5gl03.2016.mean,surface_pm25_annual_v5gl03.2019.mean,surface_pm25_annual_v5gl03.2018.mean,surface_pm25_annual_v5gl03.2014.mean,surface_pm25_annual_v5gl03.2008.mean,surface_pm25_annual_v5gl03.2002.mean,surface_pm25_annual_v5gl03.2009.mean,surface_pm25_annual_v5gl03.2007.mean,surface_pm25_annual_v5gl03.2000.mean,surface_pm25_annual_v5gl03.2006.mean,surface_pm25_annual_v5gl03.2013.mean,surface_pm25_annual_v5gl03.1998.mean,surface_pm25_annual_v5gl03.2012.mean,surface_pm25_annual_v5gl03.2004.mean,surface_pm25_annual_v5gl03.2005.mean,surface_pm25_annual_v5gl03.2011.mean,surface_pm25_annual_v5gl03.1999.mean,surface_pm25_annual_v5gl03.2010.mean,surface_pm25_annual_v5gl03.2003.mean,surface_pm25_annual_v5gl03.2017.mean,surface_pm25_annual_v5gl03.2021.mean,surface_pm25_annual_v5gl03.2001.mean,surface_pm25_annual_v5gl03.2020.mean,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2020.sum,worldpop_pop_count_1km_mosaic.2020.count,inv_0,inv_1,inv_2,inv_3,inv_4,inv_5,inv_6,op_0,op_1,op_2,op_3,op_4,op_5,op_6,tec_0,tec_1,tec_2,tec_3,tec_4,tec_5,tec_6,ent_0,ent_1,ent_2,ent_3,ent_4,ent_5,ent_6
10,Baní,1.298130036,0.938496472,0.703068593,1.053047618,1.187312532,0.828081455,1.245457099,1.712360397,1.271008212,13.74144026,13.71618713,12.55652534,13.62428375,13.21367314,11.62035267,12.9297227,11.05678385,12.45882719,11.84967806,12.3737071,12.68250008,11.62222856,12.11787517,11.20453752,12.16835242,11.85899305,11.91653927,12.70179746,13.35439391,14.09246484,13.39691586,12.30035122,12.2524269,76492.3125,637.6199951,77978.92188,637.6199951,83833.21875,637.6199951,81747.125,637.6199951,92543.49219,637.6199951,86785.73438,637.6199951,98606.875,637.6199951,102351.2031,637.6199951,101009.5703,637.6199951,106458.6563,637.6199951,107664.5469,637.6199951,114053.7813,637.6199951,120544.7188,637.6199951,125497.7813,637.6199951,129426.1875,637.6199951,134824.875,637.6199951,141522.1875,637.6199951,148411.6406,637.6199951,154149.8125,637.6199951,160868.0156,637.6199951,167438.6563,637.6199951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Villa Hermosa,3.408744368,3.097651169,2.606899726,3.271277379,3.338488683,3.270833489,3.279150672,3.491727747,3.467740278,10.17091951,10.28994151,10.80167099,11.16877106,10.10238799,9.337243115,11.42151519,9.440216552,11.09006022,10.18535332,10.92271458,9.721428758,9.487977931,9.788906357,9.243584505,10.80442457,9.374738515,10.71041278,11.28025654,11.15617511,11.25897296,10.88330094,11.02464917,9.985705309,68234.73438,149.6000061,69774.89844,149.6000061,72824.23438,149.6000061,70971.0625,149.6000061,76287.66406,149.6000061,74508.80469,149.6000061,78147.21875,149.6000061,81665.45313,149.6000061,79770.77344,149.6000061,82438.90625,149.6000061,84285.32031,149.6000061,86889.57813,149.6000061,88381.5625,149.6000061,90835.60938,149.6000061,92880.66406,149.6000061,95113.86719,149.6000061,97233.07031,149.6000061,98716.03125,149.6000061,101600.1875,149.6000061,103986.5156,149.6000061,106330.8438,149.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,El Cercado,0.421916136,0.272936377,0.232544558,0.365789614,0.280418244,0.270919329,0.476148844,0.41590279,0.463917273,14.06402206,13.93560011,12.61658554,13.7251608,13.463458,12.52106852,12.77224124,11.99254035,12.88744786,10.7056074,12.86005088,13.37513111,9.423623156,13.05701271,11.60400465,14.0377012,13.62519034,9.182327648,14.31838479,13.99633228,14.48983636,14.21691168,11.96705828,14.68665079,24365.80078,348.5299988,23841.88281,348.5299988,23159.33594,348.5299988,23492.30078,348.5299988,22271.73047,348.5299988,22661.67969,348.5299988,21892.34375,348.5299988,21269.90234,348.5299988,21561.99023,348.5299988,20958.82422,348.5299988,20562.61914,348.5299988,20332.62891,348.5299988,19974.5957,348.5299988,19634.08984,348.5299988,19244.60547,348.5299988,18914.61133,348.5299988,18549.69922,348.5299988,18234.61914,348.5299988,17890.04883,348.5299988,17583.07813,348.5299988,17283.7168,348.5299988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Eugenio María De Hostos,0.302577179,0.141179898,0.095100896,0.180542039,0.195074799,0.136543807,0.241239703,0.403718577,0.243611746,11.03820311,11.32956031,11.23391742,11.68467322,10.67792204,9.751221695,12.36333869,9.625486422,12.27122531,12.09238728,11.47501621,9.993975981,9.672464452,9.618667781,9.864210038,11.87664001,9.216938751,9.143753486,11.36993637,12.70840825,12.02355915,11.29684339,13.12465125,10.24825978,6021.932129,102.4399948,5951.354492,102.4399948,5906.736328,102.4399948,6015.206543,102.4399948,5791.90918,102.4399948,5882.943359,102.4399948,5708.735352,102.4399948,5692.851563,102.4399948,5704.818359,102.4399948,5842.483887,102.4399948,5779.97998,102.4399948,5842.983887,102.4399948,5860.874512,102.4399948,5887.66748,102.4399948,5901.429688,102.4399948,5923.628906,102.4399948,5942.591797,102.4399948,5945.066895,102.4399948,5913.077637,102.4399948,5937.72168,102.4399948,5913.476563,102.4399948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Bohechío,0.098889686,0.089367595,0.085748614,0.086815211,0.069823515,0.085441674,0.112736046,0.1128051,0.105546084,15.15168474,16.42894537,14.07547957,15.77956949,15.44917036,13.99995196,13.96156208,13.17999183,14.33627327,11.3571031,13.93209309,14.62384589,10.50980542,14.37971372,13.27958949,16.53257876,15.21381377,10.66978764,15.6846499,16.03250542,17.30641191,15.50173227,14.12813517,16.07009247,5746.515625,510.2599792,5806.104004,510.2599792,5837.94873,510.2599792,5832.935059,510.2599792,6072.141602,510.2599792,6126.27832,510.2599792,6230.077637,510.2599792,6100.636719,510.2599792,6205.630371,510.2599792,6314.072754,510.2599792,6377.829102,510.2599792,6363.169434,510.2599792,6521.305664,510.2599792,6980.415527,510.2599792,7128.094727,510.2599792,7005.133789,510.2599792,7123.818359,510.2599792,7246.931152,510.2599792,7252.234863,510.2599792,7344.427734,510.2599792,7404.603516,510.2599792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Arenoso,0.158963257,0.094155114,0.070319186,0.099285329,0.102152574,0.096386305,0.166966277,0.21388326,0.168962298,8.852678027,8.998784155,9.544249341,9.854799652,8.744516285,8.158425004,10.96695171,7.879814133,10.48926018,11.67049588,10.02875716,8.03020021,10.00545095,8.231753112,8.679296621,10.41495732,7.718709773,9.545774801,9.630946618,11.22359415,9.772631628,9.228034873,11.60439141,8.43551715,11609.46875,184.9100037,11643.53516,184.9100037,11711.4873,184.9100037,11702.83789,184.9100037,11841.51465,184.9100037,11819.3457,184.9100037,11724.13574,184.9100037,11677.20313,184.9100037,11616.06445,184.9100037,11724.1543,184.9100037,11744.97754,184.9100037,11658.6582,184.9100037,11753.91406,184.9100037,11825.9082,184.9100037,11950.93359,184.9100037,12004.49219,184.9100037,11976.66699,184.9100037,12010.12891,184.9100037,12092.6875,184.9100037,12082.83594,184.9100037,12144.52148,184.9100037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Tábara Arriba,0.205501745,0.136724394,0.112215766,0.173672284,0.157248447,0.137373267,0.175460252,0.307015327,0.188641988,15.18260398,15.12532104,13.80105381,15.02059446,14.62156868,13.17369742,14.16939904,12.55475212,13.52029404,12.66352848,13.37626336,14.10898059,11.3052631,13.6917399,12.57538275,13.99716442,14.14352246,11.05249808,14.62137093,14.72682765,15.76771315,15.71053458,13.47415594,15.16948627,10947.07715,347.1199951,11500.16016,347.1199951,12439.08105,347.1199951,11870.81641,347.1199951,13531.7373,347.1199951,12974.88086,347.1199951,14233.70508,347.1199951,15582.80664,347.1199951,14852.29297,347.1199951,16066.48535,347.1199951,16901.11914,347.1199951,17530.29883,347.1199951,18064.61914,347.1199951,18985.64063,347.1199951,19967.76172,347.1199951,20964.73047,347.1199951,21792.24023,347.1199951,22728.24023,347.1199951,23760.82422,347.1199951,24771.30859,347.1199951,25910.62891,347.1199951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Vicente Noble,0.390539015,0.308567935,0.268048023,0.272935505,0.342477819,0.300289711,0.285400043,0.455413013,0.316892489,15.05726861,14.62103906,13.65843705,14.60873907,14.28294366,12.88773655,14.78707275,12.22968646,13.30730024,13.64605046,13.47007669,13.85500663,11.61992194,13.20934878,12.55793051,13.50672137,13.58566964,11.75462617,14.26836517,14.92017235,15.60129504,15.36253179,13.85249377,14.69283587,24855.83008,310.1199951,23830.30078,310.1199951,23279.24023,310.1199951,23479.2207,310.1199951,23161.02734,310.1199951,22978.86133,310.1199951,23304.24219,310.1199951,24196.04688,310.1199951,23691.35938,310.1199951,24883.49414,310.1199951,25433.26953,310.1199951,26160.7168,310.1199951,26763.50195,310.1199951,27742.83984,310.1199951,28383.02148,310.1199951,29553,310.1199951,30451.87109,310.1199951,31555.78516,310.1199951,33095.52344,310.1199951,34676.66797,310.1199951,36383.08594,310.1199951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Consuelo,0.834319327,0.870559424,0.673424528,0.883525342,1.103217236,0.663304688,0.937607823,1.106380053,0.863854015,11.4524985,11.48635519,11.58009326,11.99906165,10.99956597,9.945357485,13.1820625,9.817796963,11.88451588,11.80456638,11.67280204,10.31902609,10.33526007,10.35112145,10.56113664,11.74207365,9.766671541,11.13834139,11.4585648,12.66752935,12.11868008,11.59817139,13.12218715,10.80442603,30409.91797,167.2200012,30265.9375,167.2200012,29707.66211,167.2200012,29948.30469,167.2200012,29472.03516,167.2200012,29498.92773,167.2200012,29057.72266,167.2200012,28797.10352,167.2200012,28957.53711,167.2200012,28568.42969,167.2200012,28519.82813,167.2200012,28582.67188,167.2200012,28455.80469,167.2200012,28317.08594,167.2200012,28216.53516,167.2200012,28077.24219,167.2200012,27960.81055,167.2200012,27844.91602,167.2200012,27610.26172,167.2200012,27485.58008,167.2200012,27338.80078,167.2200012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Puñal,9.111464426,5.43757358,4.407685681,5.39737969,5.686986197,4.996156429,6.884737068,8.974184517,8.263907156,12.91207609,13.13700301,12.479096,13.30449366,12.45573221,11.03170763,13.55749529,10.57231454,13.07333408,11.8923443,12.31518651,11.57566946,11.45696757,11.74120496,11.30076617,14.36213254,11.84036564,10.68057269,12.91962103,14.19498249,14.50882865,13.15175934,14.22157793,12.56354724,53928.84375,79.36000061,53570.85938,79.36000061,54291.26953,79.36000061,54383.51953,79.36000061,54509.71875,79.36000061,54550.46094,79.36000061,54614.16797,79.36000061,54641.23438,79.36000061,54293.30469,79.36000061,55292.42969,79.36000061,55268.05469,79.36000061,55613.59766,79.36000061,55789.21875,79.36000061,56279.13281,79.36000061,56425.56641,79.36000061,56669.47266,79.36000061,57021.10547,79.36000061,57040.83594,79.36000061,57124.38672,79.36000061,57314.96094,79.36000061,57560.375,79.36000061,104375553.6,79176056,95109419.8,89754058.1,89041295.9,90199989.8,80622033.51,4080.66,4266.59,4030.27,4252.69,5184.55,5369.74,5021.29,8114.68,7713.26,7195.07,6929.79,8193.89,8267.92,9765.9,20,22,22,27,33,34,35
20,Juan Santiago,0.136607726,0.069216242,0.049858591,0.131311076,0.143757605,0.051556066,0.158033837,0.12505597,0.156012075,13.57042585,13.34862539,11.84799689,13.07968305,13.17925326,12.32337689,12.66134645,11.7543737,12.69753456,10.69021817,12.66174613,13.1187636,9.558736746,13.20984226,11.44212546,13.88800112,13.35725878,9.191277431,14.28879946,13.88725202,13.57899802,13.4482803,11.75935929,13.90650037,4254.399414,129.8699951,4238.004883,129.8699951,4225.6875,129.8699951,4224.81543,129.8699951,4175.237305,129.8699951,4198.020508,129.8699951,4167.914063,129.8699951,4192.960449,129.8699951,4149.023438,129.8699951,4134.166504,129.8699951,4161.752441,129.8699951,4151.330078,129.8699951,4106.883789,129.8699951,4070.822266,129.8699951,4118.075684,129.8699951,4132.325195,129.8699951,4060.341309,129.8699951,4041.56543,129.8699951,4052.351563,129.8699951,4041.672852,129.8699951,4029.538818,129.8699951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,La Descubierta,0.187233565,0.127022127,0.038290198,0.156764439,0.156894224,0.049661073,0.219772457,0.207006526,0.193796775,14.80904309,13.93593866,12.61340895,13.66070811,13.8032386,12.74742566,13.50110764,12.15207446,13.25336791,11.48739791,13.39347969,13.99169533,9.195385427,13.70843351,12.15369881,13.88893805,13.75097727,8.897221,14.94756166,14.41109458,14.3943542,14.26291508,12.51121896,14.5786498,7141.263672,241.9499969,7288.012695,241.9499969,7637.643555,241.9499969,7491.171875,241.9499969,8004.090332,241.9499969,7790.442871,241.9499969,8142.817383,241.9499969,8529.151367,241.9499969,8328.503906,241.9499969,8660.147461,241.9499969,9011.494141,241.9499969,9189.290039,241.9499969,9406.9375,241.9499969,9577.541016,241.9499969,9738.013672,241.9499969,10021.2002,241.9499969,10268.36719,241.9499969,10443.13477,241.9499969,10679.74707,241.9499969,10950.6875,241.9499969,11264.31543,241.9499969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Boca Chica,7.706080968,6.731810611,5.83331898,7.170309862,7.544083796,6.583641764,7.476522784,7.753531031,7.675956174,10.97503908,10.9549932,10.99828592,11.67009989,10.63162351,10.04632274,12.20216013,9.992362659,11.57782877,11.05391528,11.32884762,10.43908877,10.9749751,10.37081146,9.993287894,11.06238202,10.17398267,11.47165243,11.60698459,12.15554971,11.75314211,11.38912043,11.4452492,10.31748805,87795.375,176.6499939,91982.19531,176.6499939,100169,176.6499939,95824.5,176.6499939,109819.3906,176.6499939,104758.2969,176.6499939,114784.0781,176.6499939,125363.6875,176.6499939,120401.4063,176.6499939,130136.25,176.6499939,135269.6563,176.6499939,142553.125,176.6499939,148601.7344,176.6499939,155426.1406,176.6499939,162098.0313,176.6499939,170204.9063,176.6499939,178278.375,176.6499939,186489.2813,176.6499939,194421.6563,176.6499939,203716.0625,176.6499939,212535.125,176.6499939,441927887.2,407701406.6,379646876.1,402579991.6,400315434.7,367242536.4,418645808.9,5776.41,7420.57,15040.8,11487.57,13178.26,15587.53,15584.57,19941.43,20986.31,27154.83,24822.46,26243.26,27155.61,30257.5,35,42,36,39,36,36,38
23,Tenares,0.788050966,0.617431733,0.359440675,0.610535917,0.604398515,0.605884625,0.614147091,0.765564534,0.636762541,11.08902199,11.20352783,11.4216697,11.7988425,10.71669628,9.365404351,12.64585022,9.161047302,11.77855267,12.5052589,11.08319903,10.03847572,10.93097825,9.914114619,9.916301228,12.1771153,9.671538137,10.2783186,11.37030246,12.97314857,12.1524297,11.02083748,13.42704592,10.17294847,25391.66016,203.25,25603.25977,203.25,26023.40039,203.25,25765.76367,203.25,26369.45313,203.25,26165.82422,203.25,26594.66797,203.25,27024.5625,203.25,26872.30859,203.25,27264.77734,203.25,27546.02539,203.25,27746.73242,203.25,28031.49414,203.25,28356.61914,203.25,28613.38477,203.25,28788.53125,203.25,28991.55078,203.25,29306.51563,203.25,29535.21094,203.25,29774.21875,203.25,30070.61328,203.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Villa Montellano,1.151368763,0.657213282,0.479605187,0.780691573,0.673583772,0.602911694,0.876555891,1.204693231,0.998181583,9.112335909,9.037312991,9.193140282,9.446900937,8.876489301,8.173396431,10.87073498,8.011515464,10.3751086,11.28908891,9.721957849,8.225175593,11.87979741,8.617012231,8.57874685,10.91094975,8.243938516,11.67594611,10.0058346,11.50827884,9.720527595,8.766538647,11.32898316,7.855224528,18897.81445,92.99000549,18993.0957,92.99000549,19191.67188,92.99000549,18929.25781,92.99000549,19740.97461,92.99000549,19414.24219,92.99000549,19647.95703,92.99000549,19767.7207,92.99000549,19628.09961,92.99000549,20294.93945,92.99000549,20273.61328,92.99000549,20626.88086,92.99000549,20305.80273,92.99000549,20409.5625,92.99000549,20751.07617,92.99000549,20837.14844,92.99000549,20930.63281,92.99000549,21166.09961,92.99000549,21344.70898,92.99000549,21597.48047,92.99000549,21802.70508,92.99000549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Sosúa,1.264220549,0.741961238,0.642300798,0.721591058,0.767588193,0.700822475,0.839373345,1.165169279,1.008774093,9.255832079,9.188061423,9.55664,9.824317136,8.98380593,8.040446885,10.5545917,7.863296966,10.15647015,11.13315505,9.470099348,8.243531168,11.65776177,8.529459751,8.33208496,10.48547384,8.112464603,11.48013527,9.854093087,11.08953794,9.946019464,8.963177891,10.96468982,8.084224718,41094.08203,340.2999878,41328.35547,340.2999878,42187.55078,340.2999878,41721.60156,340.2999878,43243.33594,340.2999878,42662.26172,340.2999878,43657.03516,340.2999878,44658.65625,340.2999878,44175.54297,340.2999878,45442.46875,340.2999878,46105.35938,340.2999878,46679.19531,340.2999878,47121.89453,340.2999878,47644.76953,340.2999878,48331.30078,340.2999878,48901.22266,340.2999878,49311.37109,340.2999878,49906.96094,340.2999878,50628.92969,340.2999878,51234.14063,340.2999878,51876.82031,340.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Las Charcas,0.276279528,0.183882524,0.098444784,0.18552819,0.186620507,0.143825301,0.226170282,0.418592056,0.240301694,14.29284594,14.38308854,12.82673378,14.12547338,13.81508886,12.50555395,13.14522093,11.70651029,13.04330145,12.134116,12.88412078,13.24743535,11.6038363,12.88341477,11.69264632,12.95348698,12.67898783,11.62534397,13.41192707,13.81764931,14.44669249,14.19263635,12.45659257,13.17468523,6958.457031,308.4799805,7165.723145,308.4799805,7468.670898,308.4799805,7316.723145,308.4799805,8117.588379,308.4799805,7859.208008,308.4799805,8393.064453,308.4799805,9251.363281,308.4799805,8751.713867,308.4799805,9509.544922,308.4799805,9982.511719,308.4799805,10441.57422,308.4799805,11081.33496,308.4799805,11473.19238,308.4799805,12043.09766,308.4799805,12570.27539,308.4799805,13192.51563,308.4799805,13897.39063,308.4799805,14562.63086,308.4799805,15324.44141,308.4799805,16173.69238,308.4799805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Castañuelas,1.262104942,0.439241782,0.590799773,0.478272499,0.44535489,0.675124493,0.780440481,1.286755949,1.031094267,10.89812032,10.16712214,10.68113336,11.44134175,10.61649088,9.420327637,11.87838734,9.395604145,11.58169805,11.48999804,10.86521719,9.696516432,12.69805528,10.06264114,9.525103593,12.1993013,9.67692569,11.83704086,10.78731639,12.47700251,11.50654883,11.27205584,11.90391869,10.28717591,13923.75391,112.2799988,14251.60352,112.2799988,14368.01953,112.2799988,13488.29688,112.2799988,14799.92969,112.2799988,14476.95313,112.2799988,14782.30957,112.2799988,14758.48438,112.2799988,14868.99414,112.2799988,14447.40234,112.2799988,14837.16797,112.2799988,14832.56641,112.2799988,15293.74707,112.2799988,15532.92188,112.2799988,15258.0957,112.2799988,15152.24414,112.2799988,15354.58496,112.2799988,15488.63672,112.2799988,15588.875,112.2799988,15728.54102,112.2799988,15821.28906,112.2799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Jarabacoa,0.525743852,0.280812887,0.252501767,0.296379282,0.337840657,0.28479017,0.370583608,0.54633894,0.474302407,16.2067265,17.71256298,15.86880399,17.29979633,16.95334195,15.24391188,15.93294859,14.82735826,15.88131691,12.39414802,14.93568036,16.22194922,11.5551696,15.87645292,14.47618406,17.36833781,16.74369753,11.50894177,17.2775209,17.0526893,19.02351774,17.46460453,16.17443892,17.25529721,56985.625,844.9299927,57034.36719,844.9299927,56942.16797,844.9299927,56938.13281,844.9299927,56900.02344,844.9299927,57009.40625,844.9299927,56904.89063,844.9299927,56813.15625,844.9299927,56837.07031,844.9299927,56887.29297,844.9299927,56899.92969,844.9299927,56811.17188,844.9299927,56961.18359,844.9299927,56872.07031,844.9299927,57016.78906,844.9299927,57143.70703,844.9299927,56920.72266,844.9299927,56887.86719,844.9299927,56891.85938,844.9299927,56884.95313,844.9299927,56874.47656,844.9299927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Jima Abajo,1.516056661,0.649076863,0.605578302,0.877235092,0.764108945,0.657034057,1.13951021,1.322642262,1.277742319,15.13011673,16.02226837,15.00278731,16.10940316,15.26861014,13.44535597,15.82435854,13.5083146,15.15714812,13.30378797,14.35742459,14.36477583,11.50446113,13.95706111,13.58713328,16.17831544,14.1065688,10.95167671,15.4866588,16.19928843,17.23914582,16.03970287,16.4740719,15.30214394,19908.48047,161.1499939,20766.43555,161.1499939,22643.58398,161.1499939,21715.40039,161.1499939,24682.79883,161.1499939,23643.25781,161.1499939,25945.55273,161.1499939,28673.00586,161.1499939,27333.33984,161.1499939,30076.12109,161.1499939,31789.75391,161.1499939,33414.78906,161.1499939,35528.33203,161.1499939,37675.48438,161.1499939,39639.87891,161.1499939,41994.53516,161.1499939,44690.78906,161.1499939,47539.91406,161.1499939,50693.13281,161.1499939,54101.41406,161.1499939,57835.38281,161.1499939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Pimentel,0.804755983,0.319083681,0.23953576,0.428107534,0.360090803,0.305059389,0.653742932,0.78184942,0.750450725,11.78139867,12.26514626,12.3088168,12.85345678,11.55430679,10.35578117,13.15220795,10.19770882,12.8493412,12.8057301,12.01135877,10.87435167,10.09094262,10.54352373,10.51125837,12.68093778,10.08520682,9.584290316,12.09442269,13.47684815,13.23053392,12.45673781,14.00343096,11.45981506,18116.98047,155.6600037,18182.82422,155.6600037,18145.09766,155.6600037,18040.18164,155.6600037,18037.79688,155.6600037,18143.00586,155.6600037,17987.52539,155.6600037,17854.23438,155.6600037,17873.68164,155.6600037,17839.93945,155.6600037,17752.38281,155.6600037,17757.78906,155.6600037,17734.09961,155.6600037,17706.88477,155.6600037,17597.04492,155.6600037,17536.11719,155.6600037,17499.21289,155.6600037,17446.42773,155.6600037,17406.88086,155.6600037,17351.875,155.6600037,17310.15039,155.6600037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Yamasá,0.304870761,0.133821963,0.122247238,0.16515487,0.139688267,0.131969588,0.20985585,0.354086188,0.274949937,13.83639641,14.19017792,13.40313859,14.10659506,13.44476181,11.92275033,14.72620866,11.76380313,13.77910999,11.83764298,13.05447421,12.71367997,10.20501759,12.06139556,11.79408805,13.48344578,11.89496449,9.903171169,13.50718618,14.58552563,14.89068685,14.15277175,14.73674741,13.23938047,31116.2207,545.6000366,32170.88086,545.6000366,34846.31641,545.6000366,33330.03906,545.6000366,38088.17969,545.6000366,36597.23438,545.6000366,39060.37891,545.6000366,41786.98438,545.6000366,40441.39453,545.6000366,43672.45313,545.6000366,45372.76953,545.6000366,47420.01172,545.6000366,48953.98438,545.6000366,50787.97656,545.6000366,52795.51563,545.6000366,54898.04688,545.6000366,57054.625,545.6000366,59270.82031,545.6000366,61680.20313,545.6000366,64203.40625,545.6000366,66687.09375,545.6000366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Sabana Iglesia,1.299107906,0.733271232,0.636122683,0.918398838,0.873163369,0.854558193,1.2584122,1.41414324,1.186877344,13.06413894,13.46598951,12.23881503,13.50717467,12.87741893,11.61270577,13.58283678,11.10183535,13.38111672,11.63856195,12.65962235,12.20802494,11.51100339,12.49425216,11.52532784,15.07534295,12.65601231,10.80800936,13.5837284,14.48485425,14.73698903,13.37629212,14.19246642,12.87200372,12953.12305,76.05999756,13021.43457,76.05999756,13188.6543,76.05999756,13271.44727,76.05999756,13972.76074,76.05999756,13443.01074,76.05999756,14047.29883,76.05999756,14290.93164,76.05999756,14046.99512,76.05999756,14424.58984,76.05999756,14584.58496,76.05999756,14911.40918,76.05999756,14596.45508,76.05999756,14900.07617,76.05999756,15020.0791,76.05999756,15186.36426,76.05999756,15424.51758,76.05999756,15523.18066,76.05999756,15751.52344,76.05999756,15894.95801,76.05999756,16171.21094,76.05999756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
